relevance	has_pdf	year	doi	title	why	model	run_id
no	no	2020		Magnetic levitation-based adipose tissue engineering using horizontal magnet deployment	Adipose tissue engineering	deepseek-chat	20260715T011514
no	no	2026	10.1016/j.ifset.2026.104459	Beyond borders: A cross-national study on cultivated meat acceptance in Italy, France, and the Netherlands	Consumer acceptance, not medium	deepseek-chat	20260715T011514
no	no	2008	10.1007/s10806-008-9110-0	Vegetarian Meat: Could Technology Save Animals and Satisfy Meat Eaters?	General discussion, not medium	deepseek-chat	20260715T011514
no	no	2023		Evaluation of Human Adipose-Derived Stromal Cells Encapsulated in Modified-Hyaluronic Acid Hydrogel for Adipose Tissue Engineering	Adipose tissue, not muscle	deepseek-chat	20260715T011514
no	no	2023	10.1108/bfj-06-2022-0513	A systematic review of determinants of cultured meat adoption: impacts and guiding insights	Consumer adoption review	deepseek-chat	20260715T011514
no	no	2022		Development of silk-based cultured meat scaffold with aligned fibrous texture	Scaffold texture, not medium	deepseek-chat	20260715T011514
no	no	2023	10.1002/app.54233	Fabrication of electrospun nanofibrous clinoptilolite doped thermoplastic polyurethane scaffolds for skeletal muscle tissue engineering	Scaffold, not medium focus	deepseek-chat	20260715T011514
no	no	2015	10.1159/000446975	Muscle Tissue Engineering, Regeneration and Repair Introduction	General introduction, no medium	deepseek-chat	20260715T011514
no	no	2024		Meat-Rice Hybrid Overcomes Some of Cultivated Meat's Challenges	Hybrid product, not medium	deepseek-chat	20260715T011514
no	yes	2021	10.1557/s43577-021-00122-3	Engineered neuromuscular actuators for medicine, meat, and machines	Actuators, not culture medium	deepseek-chat	20260715T011514
no	no	2025	10.1080/10548408.2025.2573425	Sustainable values of cultured meat: food innovation and customer behaviors in the restaurant sector	consumer behavior study	deepseek-chat	20260715T011514
no	no	2020		Great Dynamism with Clean Meat	no abstract, likely general	deepseek-chat	20260715T011514
no	no	2020		How Can Chemical Engineers Help to Lower the Cost of Cultivated Meat?	cost reduction, not medium	deepseek-chat	20260715T011514
no	no	2026	10.1016/j.tifs.2026.105601	A new framework for assessing novel food safety: Substantial equivalence in cultured meat	food safety framework	deepseek-chat	20260715T011514
no	yes	2023	10.3389/fsufs.2023.1209533	Not getting laid: consumer acceptance of precision fermentation made egg	consumer acceptance, egg	deepseek-chat	20260715T011514
no	no	2006	10.1109/smcals.2006.250705	Development of negative dielectrophoretic cellular patterning system for living cells	tissue engineering method	deepseek-chat	20260715T011514
no	no	2009		Heart Muscle Tissue Engineering: A Profound Challenge for Regenerative Medicine	Regenerative medicine, not cultured meat medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.jretconser.2025.104307	Consumer behavior toward cultured meat in the foodservice industry: Insights from IPA and fsQCA analysis on shifting trends	Consumer behavior, not medium composition	deepseek-chat	20260715T011514
no	no	2024		Unlocking The Potential Of Ionic Hydrogels Serving Muscle Tissue Engineering Applications	Ionic hydrogels, not medium components	deepseek-chat	20260715T011514
no	no	2018		The to-do list for 'clean' meat	General clean meat, not medium focus	deepseek-chat	20260715T011514
no	no	2023		The Decision will be made later Gold-Rush Mood on the Market for cultivated Meat	Market analysis, not medium research	deepseek-chat	20260715T011514
no	no	2024	10.1002/efd2.133	The potential of future foods for a sustainable future	Future foods overview, not medium specifics	deepseek-chat	20260715T011514
no	no	2012	10.1002/app.36737	Injectable in situ forming glucose-responsive dextran-based hydrogels to deliver adipogenic factor for adipose tissue engineering	Adipose tissue, not muscle medium	deepseek-chat	20260715T011514
no	no	2007	10.1016/j.nmd.2007.06.378	Muscle tissue engineering:: Strategies for repair and regeneration in human degenerative muscle diseases	Tissue repair, not expansion medium	deepseek-chat	20260715T011514
no	yes	2024	10.22323/2.23030201	Effects of message frames and visual cues on cell-cultured meat communication: sensation seeking as a moderator	Communication study, not medium components	deepseek-chat	20260715T011514
no	no	2009		Adipogenic Differentiation of Adipose-Derived Stem Cells on Collagen Microbeads	Adipose stem cells, not muscle	deepseek-chat	20260715T011514
no	yes	2023	10.1007/s11367-023-02183-9	Ex-ante life cycle assessment of commercial-scale cultivated meat production in 2030 (vol 28, pg 234, 2023)	Life cycle assessment, not medium	deepseek-chat	20260715T011514
no	no	2015		Multi-scale Muscle Modeling and In Vivo Imaging as Guides to Advancing Muscle Tissue Engineering Research	Modeling and imaging, not medium	deepseek-chat	20260715T011514
no	yes	2023	10.3390/app132011557	Light Can Induce Accumulation of Nutritional Antioxidants in Black Chokeberry Cell Suspension Culture	Plant cells, not muscle cells	deepseek-chat	20260715T011514
no	no	2024		Cultivated proteins Five success factors for cultivated meat Opportunities for a successful market entry in the meat processing industry	Market entry factors, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.tifs.2025.105362	Engineering scaffold-cell interactions for cultured meat: mechanisms, materials, and emerging AI-driven strategies	Scaffold-cell interactions, not medium	deepseek-chat	20260715T011514
no	yes	2025	10.1177/10755470241277196	Exposure to Different Motives of Scientists Moderates Responses to Scientific Consensus: The Case of Cultured Meat	Public attitudes, not medium	deepseek-chat	20260715T011514
no	no	2020		Meat from the Petri Dish Clean Meat - caught between Origin, Motivation and Feasibility	Origin and feasibility, not medium	deepseek-chat	20260715T011514
no	no	2024		Development Of Fat And Muscle Bioinks On The Basis Of Gellan Gum And Plant Proteins For Cultivated Meat Hybrid Products	Bioinks for fat and muscle, not medium	deepseek-chat	20260715T011514
no	no	2021		Possibly on the Plate in five to six Years Study on Cultivated Meat shows high Awareness and strong Tasting Interest	Awareness and tasting, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.foodqual.2024.105331	Assessing moderated mediation effects influencing consumer acceptance of cell-cultured Meat: A PLS-SEM modeling approach	consumer acceptance study	deepseek-chat	20260715T011514
no	no	2011		In vitro Models for Adipose Tissue Engineering with Adipose-Derived Stem Cells Using Different Scaffolds of Natural Origin	adipose stem cells, scaffolds	deepseek-chat	20260715T011514
no	no	2020	10.1002/cind.8411_11.x	Cultured meat	general review, not medium	deepseek-chat	20260715T011514
no	no	2019		German Meat Congress 2019 The Future begins now - between Livestock Strategy and Clean Meat	conference report, policy	deepseek-chat	20260715T011514
no	no	2017	10.1071/an17307	Artificial meat and the future of the meat industry	future of meat industry	deepseek-chat	20260715T011514
no	no	2019		Meat and Fish from Cell Cultures Clean Meat as a Trend that has come to stay	trend overview, not medium	deepseek-chat	20260715T011514
no	no	2023	10.1108/bfj-03-2022-0244	Acceptance of in vitro meat and the role of food technology neophobia, dietary patterns and information - Empirical evidence for Germany	consumer acceptance survey	deepseek-chat	20260715T011514
no	no	2023		With the United States on the cusp of cultivated meat commercialization, debate surrounds its potential impact on progress toward net zero food production	commercialization, net zero	deepseek-chat	20260715T011514
no	yes	2025	10.3390/app152111749	Animal Protein Sources in Europe: Current Knowledge and Future Perspectives-A Review	Review of protein sources, not medium	deepseek-chat	20260715T011514
no	no	2016		Design and Fabrication of Vascular Network for Muscle Tissue Engineering	Vascular network for tissue engineering	deepseek-chat	20260715T011514
no	no	2020		Cultured-meat firms raise funds	Funding news, not medium	deepseek-chat	20260715T011514
no	no	2018		Agencies carve up cultured meat	Regulatory, not medium	deepseek-chat	20260715T011514
no	no	2012		Cultured meat by self-assembly	Self-assembly, not medium	deepseek-chat	20260715T011514
no	no	2020		Accelerating the cultured meat revolution	General acceleration, not medium	deepseek-chat	20260715T011514
no	no	2021		Are We Ready for Cultured Meat?	Consumer readiness, not medium	deepseek-chat	20260715T011514
no	yes	2024	10.3390/su16031138	Implications of Food Culture and Practice on the Acceptance of Alternative Meat	Food culture acceptance, not medium	deepseek-chat	20260715T011514
no	no	2025		USA Texas also bans cultured meat	Policy/ban, not medium	deepseek-chat	20260715T011514
no	no	2013		The Future of Meat	General future, not medium	deepseek-chat	20260715T011514
no	no	2022		Myogenic Differentiation of Adipose Stem Cells (ascs) on a 3d Silk Fibroin Scaffold	Differentiation on scaffold, not expansion medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.fufo.2025.100795	Plant-based alginate-guar gum-konjac glucomannan scaffold with enhanced thermal stability and biocompatibility for cultured meat production	Scaffold, not medium	deepseek-chat	20260715T011514
no	no	2010		Adipose Tissue Regeneration	Adipose regeneration, not muscle medium	deepseek-chat	20260715T011514
no	no	2018		Clean Meat - The Beginning of a Revolution? Differences between Meat Substitutes and Meat from Cell Sultures are often unclear	General comparison, not medium	deepseek-chat	20260715T011514
no	no	2023	10.1108/bfj-03-2022-0270	Behavioural intentions towards cultured meat: the role of personal values, domain-specific innovativeness and distrust in scientists	Consumer behavior, not medium	deepseek-chat	20260715T011514
no	no	2017	10.1007/s11569-017-0282-9	How Smart Grid Meets In Vitro Meat: on Visions as Socio-Epistemic Practices	Socio-technical visions, not medium	deepseek-chat	20260715T011514
no	no	2022		Respectfarms Cultured Meat Production on the Farm	Production concept, not medium	deepseek-chat	20260715T011514
no	no	2012	10.1177/0306312712457110	Pig towers and in vitro meat: Disclosing moral worlds by design	Ethics/design, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1557/s43579-025-00908-5	Fabrication of aligned adipose tissues using the FLight method for cultured meat applications	Scaffold/adipose, not muscle medium	deepseek-chat	20260715T011514
no	no	2026	10.1111/joss.70109	The Role of Sensory Perception in Cultured Meat Acceptance: Integrating Psychological and Cultural Perspectives	Consumer perception, not medium	deepseek-chat	20260715T011514
no	no	2021		Cultured Meat US-Firms attract most Investment Capital	Investment, not medium	deepseek-chat	20260715T011514
no	no	2019	10.1016/j.oneear.2019.10.024	Vertical Farming and Cultured Meat: Immature Technologies for Urgent Problems Comment	Technology maturity, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1016/j.eist.2024.100871	Creating legitimacy for cultured meat in Germany: The role of social cohesion	Legitimacy/social, not medium	deepseek-chat	20260715T011514
no	no	2020		US could improve cell-cultured meat oversight, report finds	Regulation, not medium	deepseek-chat	20260715T011514
no	no	2019		Who comes too late, is left with nothing The Dynamics in the Development of alternative Meat Products are underestimated	Market dynamics, not medium	deepseek-chat	20260715T011514
no	no	2013		One burger doesn't make a cultured meat industry	Industry commentary, not medium	deepseek-chat	20260715T011514
no	no	2019		FOOD Cultured meat grows in space and on Earth	Space growth, not medium focus	deepseek-chat	20260715T011514
no	no	2025	10.1007/s43393-024-00309-0	Alternative proteins production: current scenario, bioreactor types, and scale-up strategies	Bioreactor types, not medium components	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.foodhyd.2025.111562	Design of edible whey protein isolate hydrogels with cell adhesion via a two-step crosslinking method for cultured meat scaffolds	Scaffold design, not medium	deepseek-chat	20260715T011514
no	no	2023		Aleph Farms Cultured Meat for the First Time in Europe	Company announcement, no medium details	deepseek-chat	20260715T011514
no	no	2015	10.1109/mts.2015.2395967	An Anticipatory Social Assessment of Factory-Grown Meat	Social assessment, not biology	deepseek-chat	20260715T011514
no	yes	2022	10.3390/socsci11120567	Framing Food Transition: The Debate on Meat Production and Climate Change in Three European Countries	Media debate on meat production	deepseek-chat	20260715T011514
no	no	2025	10.1080/08974438.2025.2510305	Cultured meat and sustainable consumption: Consumer's perceptual insights from an emerging market	Consumer perceptions, not medium	deepseek-chat	20260715T011514
no	no	2018		"""We know it's possible"" Liz Specht from the Good Food Institute in Los Angeles for the State of Sesearch in Clean Meat"	Interview, not medium research	deepseek-chat	20260715T011514
